score,text
0,"I was very hungry during my lunch break and this was nearby so I wondered inside.\nI found myself ordering the a chicken sandwich. I asked the young lady how was chicken on the sandwich cut, she explained that it was chopped. When I was given my sandwich chopped was not the word. The chicken breast was chopped into big huge pieces which kept falling out of the sandwich. I believe it would have tasted better if they would chopped the mean up into bite size pieces if not shredded or a maybe even a chicken breast patty would have been better option. The sandwich ended up satisfying me for lunch. I would like to go back and try other menu items."
1,"Shhh, its a speakeasy lounge so whisper and remember the entrance is at the rear of the building!\n\nNot a huge selection of wine for a wine bar, but by all means very adequate.  You can get wine by glass, bottle, or flight.  Glass prices are $9+ and flights start at $15.  \n\nThis place also offers a variety of small plates and unique cheeses, as well as, a good selection of vodka, tequila, and after dinner liqueurs.\n\nThe service definitely left more to be desired so don't expect much in this area.\n\nIn terms of the comfort, the place is a decent size (much bigger than speakeasy places you'll find in NYC) and has several couches and small tables.\n\nOverall, great place for a date or to chill out with friends, as long as you are patient.\n\nCheck it out!"
0,"I hadn't been to Manuel's in years and remembered it as being decent.  I went recently and the service was poor, the food was cold and bland.  I will not go back."
0,"My family arrived to celebrate my moms birthday! The hosting staff did a great job of seating us in a minimal amount of time. We had an emergency change in plans and they accommodated us quickly. They also accommodated the temperature of the room for our easily cooled friends. Everyone enjoyed their food. And the server was great UNTIL......two spiders crawled up onto our table right between me and my son. When I complained, I got some half assed excuse that they had just sprayed the night before from the manager. My husband, not wanting to look douchey and not like we were just trying to get a free meal, told them not to worry about it. But personally, I think they still should have done something about it. When you pay for a $500 meal, you don't want to deal with bugs. I was in the service industry for nearly 10 years, I understand the prejudice that goes on behind closed doors. I understand that they probably thought I was lying, but frankly, I couldn't care less. That's gross. I don't want to pay for a meal with bugs."
1,Just moved from Indiana and wanted to find out what all this hub-ub was about with this burger joint called in-n-out. DIDN'T know what I was missing. Best burger that wasn't $30 that I have ever had!
1,"Ca change un peu du Tapeo. Les calmars sont d\u00e9licieux et le mac n' cheese chorizo et 2 fromages espagnols sont \u00e0 se rouler par terre.\n\nBon service, j'aime beaucoup"
0,This is NOT the best brunch in Charlotte. It's a small chain located in a shopping plaza full of families with their 2 strollers and screaming children. The food was decent but I'm sad I made a drive this way for brunch.
1,"I visited Veneto Trattoria for the first time at lunch today.  What a pleasant surprise!  I love the cozy atmosphere of this quaint restaurant and the attentiveness of the wait staff.  Of course, the food was divine!  I highly recommend the salmon salad, if you're looking for lighter fare.  It was delicious - flavorful, moist and sized just right.  My co-worker was also impressed with his pasta dish.  I will definitely keep Veneto Trattoria in my Scottsdale rotation!"
0,Kind of a hassle. Stayed here for my buddy's bachelor party and when we checked in we got a single king bed instead of a double bed room which is what we really wanted. \n\nIt's a beautiful place to look at and the tech in the room is cool.
0,"My husband and I recently moved to the Valley and were super excited when we passed by Dickey's. We lived in TX for many years and visited various locations where we always has good service and good food.  The girl who served us was warm & friendly. Once we received our good, the experience went downhill quickly. I had chopped brisket and only ate two bites because it was insanely greasy. My husband had pulled pork, sausage and jalape\u00f1o beans. All of the food was room temp and simply gross. What a disappointment. We won't be back."
0,"My group went to Nobhill Tavern for the late night happy hour, expecting to have one of the best meals of our Vegas trip.  We were nothing but disappointed. \n\nService:  We had one of those servers who think nothing is more impressive than not writing down our orders.  I told him three times I wanted the little wedge salad with NO BACON.  When the salad came, it had bacon.  Of course.  Everything else we ordered arrived, and he came to check on us after we had finished.  We told him we never got our flatbread.  Obviously, he forgot to put it in, but instead of fessing up he told us it takes a long time because they make each one fresh.  So...does that mean everything else we got was just sitting around?  When the flatbread came a few minutes later, it wasn't even warm.  There was nothing about it that would have taken any longer than the rest of our order.\n\nFood:  We ordered the beer battered shrimp, two lobster rolls, the little gem wedge salad, flatbread, and house made chips and dip.  The chips and dip came first, and were the best I've ever had - ah, we had such high hopes for Nobhill!  However, the shrimp were nothing special, and $8 for four pieces of shrimp is nuts if there is nothing special about them.  The lobster rolls had a weird fake-lemon taste, in a bad way.  The wedge salad came with four halves of grape tomatoes (so only two tomatoes total), three small pieces of bacon (that I didn't want), and three chunks of iceberg lettuce with a flavorless blue cheese dressing.  The flatbread was basically a cracker with a spinach/tomato topping.  It was all mediocre, the lobster rolls were actually on the bad side.  Everything was $8 for the late night menu, but the chips and dip were $5.\n\nOverall, my expectations were not met, and I will not be back."
0,"Oh you gotta be fucking kidding me.  \n\nIf you live in a dorm, topper's is like your idea of heaven.  There's something about being that age that makes you want to order cheese covered bread that's so greasy that it soaks through the box and then dip it in ranch dressing.  \n\nYou know what that something is called?\n\nIt's called weed."
0,"My experience likely would have been different if it wasn't for the server. Nothing is worse than someone making you feel stupid for asking a question.\n\nAs an example, my girlfriend asked for a better knife to cut into her chicken (she only had a butter knife). Our server gave us a look that made us feel dumb for asking and he answered back something along the lines of, \""That knife should work fine.\"" He eventually did get a better knife for her, but that isn't really something he should be arguing. Get a better knife - it's a simple request. \n\nHe was also rude when she asked a simple question about having gluten free bread. It wasn't a judgement, just a question. We weren't expecting them to have gluten free buns or bread, but making us feel dumb for asking isn't what we're looking for. \n\nThe food was spot-on, can't deny that. The rest of the staff seemed quite nice, too. First impressions go a long way, and our server simply didn't do his job. \n\nBeyond that, it's a bit small but those are the only negatives. Not the best barbecue I've ever had, but certainly top 5. \n\nI hope you have a better server if you try this place."
0,"So I hate to write a bad review but I'm all for giving any place a review if it was anything below or above average. Honestly, this was way below average. The pizza was literally the worst pizza I have ever had, ever.. it seemed as if it was left out all day, it was hard and very dry & they forgot my ranch :( the only reason I gave two stars was because my cheesecake was really good & the delivery guy was bad ass, I liked his attitude & just all around good vibes. The guy on the phone whom I ordered from was also very polite and nice. Just really bad pizza. If you guys can fix that, then you would be grade A."
0,"My daughter got a good haircut but the staff wasn't very friendly. We walked into an empty store and stood there for almost a minute before the two girls behind the counter would even acknowledge our presence while they chatted away. Then the first words out of their mouth were \""can I get a phone number?\"" Not very inviting for a place who's marketing message is fun and cool."
1,"I just love Reynas!  Their tortillas are so amazing. Margaritas: to die for!  We had shrimp enchiladas, fish tacos and chile rellenos.   All great!  My only diss was that I was to wussy for their chipotle salsa, and that's on me, not them. I'll adjust my palate to live up to it. They give the consumer a choice of 6 different salsas. (We sampled the tomatillo and the aforementioned chipotle. ). Love the Reynas!"
0,"Thanks for leaving us holding the dirty end of the stick! We had booked this company for our WEDDING in dec. on a big wedding day and when we try to call to add something to our order we found our they had pulled stakes in the middle of the night and took off to New Jersey!!! Any apologies? None. And by the way, thanks for contacting us with the information that your not gonna be catering our wedding and leaving us with every other cater company booked that day. thanks for  nothing."
0,Hostees was so rude at the door I didn't even sit down.   I would not recommend their service
0,"Ghettoish mall, no stores. Well they do have some stores, and a nice food court, but again, ghettoish......"
1,"So happy to have found this restaurant, it was the complete package for night out. \n\nFirst, the decor welcomes you in and sets the mood... \nBeautiful lighting, check\nMiro artwork, check\nBeautiful bar area and classy place settings, checkity check.\n\nNext up, the food and drink. I ordered the Paella de Pollo and a number of Tapas. Everything was delicious and came out hot and fresh from kitchen. No overwhelming spices and heat in these dishes--the flavors are more subtle and carefully prepared. Pre-dinner rolls were not the best, but I did not want to fill up on that anyway.  There was a decent wine selection and full bar for drinks.  Drinks have nice flavor but are not made strong, so if you are a booze hound, you've been warned.  The prices are medium-high, not outrageous for a restaurant in this area.\n\nFinally the entertainment. This is just an added bonus that takes the restaurant to the next level.  You can enjoy Spanish guitar and Flamenco while dining? Yes. And it is fantastic.  Be aware, some people come just to enjoy the music, so there will be people hovering about the tables during the performance. It can get a bit crowded near stage (bordering on claustrophobic).  And while I enjoyed the atmosphere-some people might not. But if you love live music and the energy that comes with it, you wont be disappointed.\n\nDefinitely worth a visit or three. Muy bien!!"
0,"I really like the ambiance here for breakfast but the service is TERRIBLE and they are always out of staple items, like English Breakfast tea. \n\nI had a morning business meeting breakfast here, paid the bill and tipped 20%. I asked for more tea and got charged again, okay, fair enough. I paid the additional bill but did not tip again on the $2.50, the waiter followed me outside and confronted me about why I didn't tip again on the second bill as I was standing with my client. Tacky.  Also, they need to step up the menu.  The menu is limited and not prepared very well, which is a shame, because it has a great Euro Cafe type of environment."
0,"Not the best first experience. I was excited about the menu but disappointed with the execution. I ordered a steak salad and a juice. The salad was a handful of greens and four small chunks of beef that was nearly impossible to chew or cut (with the butter knife provied) also asked for olive oil instead of balsamic and i got an oil but not olive,  the antiox juice was heavy beet greens flavor and one quarter foam...all for $20+ . Not great food...not great service."
0,"After reading all the good reviews of the other Mesa Crackers and Co, I went to this one because it's closer to my house. \n\nI don't know what all the hype is about. I found it to be just about the blandest, most boring, overpriced breakfast I've had in a long time. I got the Vatican which is a skillet with eggs cooked to order, hash browns, red and green bell pepper, onion, mushrooms, and bits of bacon along with sausage and cheese all mixed together. I got the cheese on the side and ended up not putting much on. It was about $8.50.\n\nFirst, the sausage wasn't breakfast sausage, or perhaps it's like no breakfast sausage I've seen. It appeared to be Italian sausage or some rendition. The pieces were big and not my cup of tea at all. I'd have much rather had traditional breakfast sausage. It's clearly the standard, why mess with it? Maybe becuase it's called \""The Vatican\"" but still, I wished it was marked on the menu that the sausage was different. I pulled all of them off my plate, I disliked them so much. \n\nThe skillet had no seasoning whatsoever. I'm not a big fan of salt but it tasted like they didn't put any salt on anything, or any seasoning for that matter. I had to salt my food which I never do. Usually I think things are too salty eating out. \n\nThe hashbrowns were pretty good but it's hard to mess that up. Nothing else was tasty. I ended up dumping Cholula over the whole thing which made it more edible. It was relatively greasy for how unflavorful it was. Even the english muffin that came on the side was flat and not very doughy. Most of the wait staff seemed pretty nice but our waitress wasn't all that great and only checked on us once even though she passed every 2 minutes to get to other tables. \n\nI would not try this place again. Their desserts did look good if you're into that thing."
0,"Other reviewers have mentioned the sub-par seats. I concur. Serviceable at best, but not going out of their way to make me comfortable much less enhance my experience.\n\nWhat really makes this place the target of my ire is the so-called \""IMAX Experience\"" theater. I drove a long long way and paid through the nose to see Star Trek. Turns out I would've gotten a comparable experience for less money and without the drive had I been warned that this is NOT an IMAX theater.\n\nDon't tell me the sound is better or the film is better. I'm not having it. The differences are marginal and not worth the extra expense. I wanted big, soaring, engrossing, enveloping. What I got was ripped off.\n\nI realize that much of the blame here goes to IMAX themselves who have decided to market this \""product\"" in an effort to capitalize on their brand identity, but the theater is still the purveyor and is responsible for seeing to my satisfaction."
1,"Without a doubt, one of the best in Vegas! We had the Filet with Merlot Butter, Scallops, Trout Almondine, awesome, awesome, awesome! You really can't beat the view (patio view of the Bellagio fountains), food, price for the quality of food on the strip, and romantic to boot!"
0,"\""MY God, what have I done to deserve this\"", were the words I spoke when eating here. Being in Las Vegas, Nevada, a.k.a. Sin City, I knew that I had to atone for my sins, but I do not know what sin I could have committed to deserve this place! I can not tell you how many times I've been disappointed by restaurants that tout their great service and even better food, then come away feeling despondent.\n\nHowever, this restaurant takes the proverbial cake, and a crap one at that!\n\nWhere to begin? After having been sitting at a table with my guest for 15 minutes, the waitress finally decided it was time to work. Realizing that she was indifferent, my guest and I ordered some red wine to numb the pain we knew lay ahead. When the wine came, it was as warm as the desert outside the hotel. Enduring this bit of pain, we decided to press our luck further.\n\nI ordered the Kobe steak which after about 40 minutes of wondering when my food would show up, came most disappointingly. Kobe beef, the most rarified and king of all steaks, prepared properly medium rare, came out well done. Well done! I was horrified to see such splendor squandered. I decided to take a bite and tasted charcoal. I was livid. I found my nonexistent, indifferent waitress and demanded to see the manager.\n\nA manager came round and apologized and brought me another Kobe steak, this time thankfully, faster than the last. When it finally arrived, it too suffered a cruel fate reserved only for witches in Salem. I spoke with the manager who brought out his manager. This new bloke apologized some more and took my meal off my bill. My bill? Yes, it seems I still had to pay for my guest whose food was only average. I feel that if one person's meal is ruined, everyone's is. Therefore everything should be taken care of. Sadly, Strip Steak doesn't think this way. Strip Steak simply doesn't think or cook for that matter. They can apologize well though."
0,"This afternoon, I begged my husband to get me out of Scottsdale.  I, based on there website, checked out The Clarendon Hotel in D-Town - It was so horrible - that is all I will say.  I felt like I was in a bad John Waters flick - if Sid and Nancy were alive (and traveling) here is the place they would be!  Yikes!  I will say that the front desk guy was very nice and the decor was cool (although they need to repair whatever is going on with there front entrance).  Perhaps, I am just too mainstream.  Sorry Clarendon."
1,"This 2 story restaurant was pretty busy for a Monday evening, but we were quickly seated. The menu is very diverse and includes many funky dishes, but we went conservative by ordering Szechuan eggplant hot pot that came out sizzling and a lamb stir fry with green onions. Both dishes were executed to perfection and delicious.\nAdding to our pleasure, we found the wait staff to be very hospitable and professional so this restaurant will remain on my To Do list."
0,"Located in the MGM Grand outside by the pool, we figured we'd eat this before going into the pool.  I know you're not supposed to go into the pool right after you eat, but hey, it's Vegas.\n\nI had the chicken strips which came with 4 big pieces of chicken and a bucket of seasoned crisscut fries.  Tasted good and there was a lot of it.\n\nThe grilled cheese sandwiches were a different story.  Two sandwiches came out with the cheese barely melted.  Thats not grilled cheese in my book.   Also one sandwich was missing the fries it was supposed to come with.  So it took a while to get that straightened out.\n\nThe frozen drinks were not that great either and kind of expensive, $20 dollars each. Considering that the service wasn't very good, it was annoying that the bill had already added in the tip for a group of 4 people."
0,"We used to regularly go to Kennedy's, mostly to see a couple of nice bartenders before heading to Jack's. These two, Justin and the bubbly one with curly brown hair (sorry, I cannot remember her name), are very nice, thorough, and always remember our names/drinks. However, god forbid that you ever have a server other than these two at Kennedy's. \n\nThere's been at least four different occasions where I or my friends have been given the wrong check, corrected the check, and then charged for the first check with an entirely different order. The waitresses can't seem to get it together there."
0,"Worst flight ever. Booked a flight for $300 from Las Vegas to Chicago, when I went online to check in, I was confused by having to pay for my seat? What the? So I picked the cheapest $10, when I arrived at the airport I then learned that it was $40 to check my bag, I questioned the agent and she told me that it is cheaper to check the bag online, why didn't they say this on the website? So now I'm infuriated. I get on the plane and notice how dirty the headrests on the seats were, they were black. Then one of the stewardess' came over the speaker and announced \""if you have a device that has an on/off button, it needs to be turned off, it's not that hard people\"" I'm sorry, what? Is that how you speak to the customers? The seats were so uncomfortable and then we took off and there was a loud unsettling noise I thought the wings were going to fall off. Needless to say, between the poor customer service, uncomfortable ride, and the extra $100 I had to pay in extra fees, there is no way I will fly this airline again."
0,"Okay I'm definitely not a fan and would not go out of my way to eat here. \nI had this place bookmarked for my Christmas trip and was initially excited to go. \nTurns out the only thing enjoyable was the snow crab legs which were actually sweet ( as compared to one's at the Caesar's buffet from the previous day, but at least the food at Caesar's was actually decent).\nThe clams and the mussels in the cute little buckets were dried out from sitting out and full of sand. The chorizo ( at least i think it was chorizo) tastes like what armpits smells like, hence \""armpit clams\"". The layout was rather strange since all the seafood were next to each other in one section so the line for that was long and insane ( plus you have the crazy asian ladies jumping in and out because they think they are special and for them to have to stand in line like the rest of us is absurd- i want to trip them).\nThe prime rib was overcooked, even when i asked for the rarest piece. \nOysters were pretty decent although it had quite a bit of shell fragments, but i know these gluttonous folks had those shuckers madly working away.\nThe shrimp cocktail were huge but don't let that fool you. They were tasteless.\nOh yeah, not macarons. What the heck. Had they had that I would have upped my review to three stars.\n\nthe good:\nlines to get in where long and confusing and at first we didn't realize it was only a line leading towards the kiosk. so you use the kiosk to put down your reservation and it'll print out what time you should return to check in. that way you are free to do anything else rather than stand in line for 3 hours.I\""m not sure if they only have that when it's a holiday and crazy crowded because from what i heard they didn't do it via that system before."
1,"We stopped in on a whim and we were glad we did. This is no ordinary taco shop! We ordered two smashed jack potato/marinated spinach & mushroom enchiladas, covered in spicy green sauce with just a touch of homemade guacamole and two orders of tortilla soup. I went with the corn tortillas, which are thick and did not get soggy and disintegrate as soon as the sauce touched them. The flavor of everything was outstanding and the portions were just right. I have no need for a burrito that weighs as much as a bowling ball although I realize that for some people, more food = more value. I will take more flavor anytime. For the meat eaters, I noticed that they have short rib, bison, chicken, and I am sure some type of beef but I wasn't pay that close of attention to that. The menu is simple but there is a wide variety of toppings and fillings to customize your order. The prices are reasonable, too. The enchiladas, soups, and three drinks came to a grand total of $20.13 and we were more than satisfied. We will be back!"
1,"Do you love pizza? Well if you do,then LGO is the perfect place to go. LGO has many toppings and flavors. Such as margarita, Mother earth (veggie) and spicy sausage. Really excellent. The pizzeria has fast service. It also serves homemade gelato. LGO is the perfect place to go to dinner and be with friends."
1,Love this place! It is one of the few restaurants opened 24/7 so whenever you are ready to eat this is the place to go! The desserts are great and so is the food. They recently re-did their menu from when they first opened it and its still great. The one thing that I miss is the ability to order breakfast 24/7. What is awesome about this restaurant are the variety of drinks you can order. My favorite is the jolly rancher martini. It tastes exactly like a cherry jolly rancher! The only downside to the drinks are the prices. The large goblet drinks are $36 and most of their martinis are $16. Since this is Vegas the prices are what you would think but it would be nice if it was a little cheaper. As far as food goes their burgers are great! Their pasta bolognese is also very good as well. If you are in the mood for desserts I would recommend their fondue. They have a variety of things to dip in their different chocolates. My favorite is dipping strawberries into milk chocolate! If you are a tourist I would say you should go here. If not for dinner at least for a drink or two. Try to sit outside because you have a great view of the Belliago fountains!
0,"Slow slow slow slow slow. Found this place looking for a dannys car wash, for an oil change.  Oils been done cars been washed, can't even pay, it's been over half hour wtf is happening 0.0 come on ppl. Not coming back. Plus this place is more expensive ..."
0,"Worst place ever... Customer service it's sucks... I bought 2 coffees, they were cold... I ask IMARI to make fresh coffee... She ask me to heat them up on the microwave... I said no... I want fresh one... She said that's the only one they got... She did not said sorry or nothing... I trash the coffee... She didn't ask me to if I want my money back or nothing... On my way out she was laughing very hard that mad me very mad...  She was lazy to make new coffee... I will call her  supervisor... And I will not go ever back their...."
1,"Great food, really good prices! Cream cheese potato soup yes yes!!!!!\n\nI like this location because it has a ton of seating. Usually at other locations it is nearly impossible to find a table, at this location I always find one.\n\nMy only complaint is that every time I have come here they only have one cashier working, and usually the line is super long to order."
1,"The brunch was divine: mouth-watering pork, fried sweet potatoes, and bread that could have been manna sent from Heaven. If I could, I'd be here every weekend. The waiter who was from Peru told my fianc\u00e9 and me all sorts of stories about his homeland, its traditions and its food. Definitely one of the best brunch experiences I've had in Phoenix!"
0,Worst service I have ever encountered.. After an hour of sitting at the table with my main entree still in the kitchen somewhere .. I got up and left.. The manager decided to give me the meal for free.. In which I drive home and went to bed... Ruined my evening plans.. Missed my movie I was planning on seeing with my girlfriend... NEVER will I go here again!!!
0,"My husband and I, along with another couple, visited the Golden Phoenix a few weeks ago; we shared the Mandarin Dinner.  Service was excellent.  Atmosphere was awesome.  Food - not so good.  One thing we noticed - just about every item of food was fried!  Certain items are expected to be fried, such as the chicken wings & the egg rolls on the Pu Pu platter (btw - very bland!).  But the Beef on skewers?  Fried to the point of toughness that I couldn't even chew it.  Worst of all, they do not put knives out as part of the place setting, so you cannot even cut the tough meat they expect you to eat.  The one saving grace to the entire meal was the Mu Shu Pork, which was very tasty with the condiment of dark, rich plum sauce.  The entire dinner was quite plentiful, and we had a lot of food left over, but no one wanted to take it home.  Sad, as this restaurant has been around for 35 years; we probably will not be back.  Two stars for the great atmosphere & service."
0,"Not impressed.  It seemed mainly like a corridor of bars and restaurants for 20 somethings to hang out and get toasty. \n\nI thought with all the hype it would be something new, fun and exciting, but I think I'll avoid it at all costs.  It just isn't worth the hassle of dealing with the craziness on the Strip.  \n\nThe Visitors to Vegas can have The Linq, but as a local, I'm going to stick with The District, Town Square and Tivoli Village, all of which I much prefer."
1,"LOVE BEACH HUT!!!!! The Santa Cruz and the Malibu are my favorites, both great pastrami sandwiches. They've got great microbrews on tap for really cheap ($7 for a liter of microbrew is a steal!!!). Great friendly, laid back atmosphere. Steven and Courtney are great hosts."
1,"My family loves this place, Expect it to me crowded though and the service isn't always super but the food is good and the salsa is nice and spicy. We love eating here, they are not open on Sundays though!"
0,Two words. Smoke everywhere. . The rooms smell like smoke. They leave ash trays everywhere for anyone to smoke.  Everyone smokes outside their rooms. My son who has asthma could hardly play in the pool because everyone smoked right in the pool. . It was  disgusting!
1,"It's a decent Target. The people were friendly and the layout was commonsensical. No wine for sale in Nevada though, really? Ugh. I miss California."
0,"Overrated.  I don't recommend this buffet.  We went for Thursday dinner, which costs around $40/ person.  I was excited because I've heard so many good things about it.  Unfortunately, I was disappointed.  Variety was limited.  Street taco station was not done setting up.  Pasta was bland, bread was not fresh, ahi poke only had like 2 pieces on a plate. I would look crazy holding 5 small plates just to get a serving of ahi poke.  \n\nThe best thing I ate was the cookie in a dish and the creme br\u00fbl\u00e9e.\n\nMirage buffet is so much better."
1,"Clean fun casino with a hearty buffet. Well-priced and good food. Recommended as a dependable buffet, especially for a casual lunch."
1,"Once again I love selecting great places for dining. Mr. Lucky's @ the Hard Rock Hotel was a winner. Too full to take pictures, this was a great hangover remedy spot. Our server was attentive and on point. We all enjoyed the variety of breakfast dishes we ordered. Sure, some of the items are a lil over priced for a diner type of restaurant, but hull-oh you're in Las Vegas, enjoy and get over it! We sure did!! Another to mark on our return list."
1,Pretty chill relaxed bar. Although I have seen first hand what happens when you piss off the bartender Robin.(Wouldn't recommend it) Great wings for Monday night football. Good specials.
0,"This place was horrible.  The waiters were decent, but they brought us the wrong items and gave us a hard time when we wanted the right ones.  The pasta was also inedible and when we tried to send it back, after they had taken it away, they told us if we wanted a replacement dish we would have to pay for both dishes.  We asked to talk to the manager, who is also the owner.  He refused 2 times to talk to us, until we relayed that we would be posting a review on Yelp.  Then he came over and agreed not to charge us for the wrong meals, which had already been removed.  Horrible customer service.  And we still had to pay for our drinks and they never offered to send us the right food."
0,"My jerk chicken was not as flavorful as it should be, and I prefer heavy gravy, and this was dry. It seemed as if it weren't marinated and all the flavor was right at the surface, just from the spice rub. The breast meat was fairly dry. The peas and rice, despite asking for extra gravy, were almost completely dry as well. They didn't have any braised cabbage, which I would consider to be a staple at a Jamaican place.\n\nI guess I would go again and try the oxtails, but only if I were already in the neighborhood. I'm forever spoiled by Caribbean Citchen in Detroit."
0,"Yeah, this wasn't the highlight of my recent outings with my kids.  There was so much wrong that I'll just try to sum it up.  \n\nFirstly, I came here with my neighbor and husband and all our collective kids.  We arrived as they opened and we parked in the parking area right in front of the SkyPark.   And despite that when we left we discovered that we got a warning in the form of a parking map on our car window implying that we weren't supposed to park there if we were attending the church next door; what the heck?? \n\n We went in and I had to sign a waiver that basically said that if my kids kill themselves here on a broken spring, torn fabric, etc. even if it's clearly the fault or failure of SkyPark, that I won't hold them liable for anything, ever, period.  In fact, I'm fairly sure that if one of their employees had snapped and whipped out a machine gun and killed everyone I would have also signed away my rights to legal recourse for that event too.   It definitely not a litigious type, but when the establishment is going out of their way to say no matter how badly screwed up our equipment is, if something happens with our haphazard, poorly maintained equipment it's not on them I get very suspicious and it makes me hyper vigilant about everything.  Indeed I saw reason to be hyper vigilant too.  There was evidence that this place is poorly maintained and struggling, badly.  I saw torn spring guards, ripped trampolines, AC units dripping condensation into 55 gallon trash cans, caution tape draped across whole sections that were off limits, and evidence of general deferred maintenance everywhere.  \n\nI directed my kids to the least threating looking area: a foam pit in the back corner, and made a mental note not to come back here.  Then the kids announced they were hungry so I ventured to the almost bare concession stand in the back and asked about the pizza for $14 they advertised on the marquee above the concession stand.  The bored employee texting on his cell phone looked up long enough to tell me that I needed to just call Mama Mia Pizza in the shopping center and order one since that's where they order their pizzas from anyway.  Confused, I confirmed with him that the process to order a pizza for my family though the SkyPark concession stand was just to call Mamma Mia Pizza and order it myself?  Yep.  That's correct.   Okay, so I'll call Mamma Mia Pizza....  (Review continued at Mamma Mia Pizza)"
0,"Thai Chili was a bit of a disappointment for us... It seems like we might have had an isolated incident given the positive reviews others have given it.  The drunken noodles seemed tasteless, and the spiciness was all over the place, (mine was supposed to be the spiciest, but wasn't spicy at all).  The BBQ Chicken was great, just hard to eat. \n\nThe service lacked a little bit, one waiter for all the tables doesn't seem sufficient... but at least there was a cute hostess ;-)"
1,"My new favorite place for my morning shake in Scottsdale. My 2nd time walking through the door they remembered me by name. That is very impressive. Great shakes, and friendly people! A must go to place."
0,"Typically Vegas!\nIt tries to be a high end restaurant but doesn't follow the rules nor the etiquette of what one would expect in a fine dining establishment.  I would suggest table cloths and a dress code.  I didn't need to see all of the notches in the tables neither did I need to see young men dressed in Hurley t-shirts, plaid shorts, and flippy-floppys.  \""Dude, are you sure it's ok to eat steak, it hasn't been forty-five minutes since we've been out of the pool?\""  Oh the future of America,  sometimes I'm glad I'll be dead.\nBack to the restaurant.\nI ordered the wild game trio with a side of foie gras.  I received dry meat and no goose liver.  Oh well.  My partner had the bison ribeye and said that it was pretty good and well cooked.  Good for her, since we used her MyVegas points to get $75 off.  We also had the creamed spinach and the truffle mac and cheese.  I thought they were ok, my partner gave them two thumbs up.  If she wasn't lying here next to me I'd tell her to get her own yelp account.  But she had the coupon and she also has the \""Hey-nanu-nanu\""  and if I want to keep dipping my meat into her sauce I'd best behave.\nAnyway back to the restaurant.\nWe also had the soup trio: lobster bisque, onion and leek, and wagyu chili.  Chili was nice and spicy, the lobster bisque was more bisque than lobster, and the onion leek soup was not as smooth as anticipated.  We also had the short rib ravioli, they were good, but we just wished that they were warmer.\nFor dessert we had the trio.  Chocolate cake (souffle), cheesecake, and creme brulee.  The creme brulee was excellent and came with a flaky buttery cookie that would make a Dane weep!\nMy recommendation if you have a MyVegas coupon go and try it out.  I would suggest other options if one had to pay full price."
0,"Ummm, can I have a little Mexican food with my salt? \n\nHoly crap! This food is over salted and waaaaaay over seasoned. I went here and ordered a veggie bowl thingy and I did not like it at all. The peppers and onions (fajitas) were way over cooked and tasted like they were sitting there all day. The guac was bland and over salted, and the lettuce wasn't crunchy. The food was luke warm and really not impressive at all. \n\nI will say, their chips are really good. Maybe get nachos or something?"
1,By far the best Indian cuisine I've had in Charlotte.  Far better than Woodlands or Saffron.  The lunch buffet is fine (and a good deal for the price) but their dinners are quite a bit better.
